listing_id,name,host_id,host_name,host_city,host_state,host_country,neighbourhood,property_type,room_type,review_scores_rating
549310,3 bedrooms Apartment+Garden,2699033,Barbara,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
550783,Charming canal apartment (75m2),2707013,Jesse,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
552145,"Near city center, green area, WIFI",2460631,Lardy,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
553216,* Live like a King @ Prinsengracht,1600010,Anke & Robert,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,98
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,88
555225,Lovely house close to the Jordaan!,2727759,Sophie,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,98
555399,Amsterdam - conveniently located,1829820,Gina + Azeem,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
556829,peaceful stay near city centre,2737834,Sophia,Amsterdam,North Holland,The Netherlands,Buitenveldert - Zuidas,Entire apartment,Entire home/apt,92
561713,Spacious duplex apartment + terrace near centre,2761838,Yulia,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,100
564826,Beautiful apartment + Lovely garden.,2778131,Clementine,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,99
568005,Bright central studio with terrace,2794849,Yasha & Dessi,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,99
568446,Pretty apt in the center of A'dam,2797260,Noriko,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in apartment,Private room,96
570478,Super nice place in Amsterdam!!,2806790,Camila,Amsterdam,North Holland,The Netherlands,Westerpark,Private room,Private room,93
570753,Southern Comfort near Vondelpark,2439449,Henriette,Amsterdam,North Holland,The Netherlands,Zuid,Private room in bed and breakfast,Private room,97
571029,"Spacious, 2 bedrooms & garden close to the centre!",21800150,,,,,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
571130,Monumental Amsterdam Canalhouse,2809841,Marlies,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,96
572208,AMS CENTRAL FAMILY HOME with huge garden.,2815910,Yaz,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
575603,Loft right in the city centre,2830952,Henning,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire loft,Entire home/apt,96
575615,Appartment in centre of Amsterdam.,2831228,Veronique,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,94
579851,Private Studio on Spectacular Houseboat,2851886,Sonja,Amsterdam,North Holland,The Netherlands,Westerpark,Private room in guest suite,Private room,99
580978,Cosy apartment with canal view!,2859023,Mara,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
581342,Comfy house with garden in De Pijp,1544456,Martine,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire townhouse,Entire home/apt,91
581869,Sunny & central located apartment near Albert Cuyp,2865047,Elise,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,87
582028,Quiet large park side apartment,2865851,Oliver,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,96
582030,Bright & spacious design apt. in quiet area,405625,Daphne,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,99
582135,Jacky's place,2866493,Jacqueline,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,96
582382,Amsterdam Family Home,2868026,Emer,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire townhouse,Entire home/apt,96
584938,Warm Family Canal House in the Center,199266,Anne,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire townhouse,Entire home/apt,80
588020,Large 3 bedroom apartment surrounde,1759884,Ivan,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,89
588059,Casa Bacco @ Amsterdam city center,1501059,Bacco,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire condominium,Entire home/apt,97
588116,Sweet ap. with garden and 2 bedrooms...,2901110,Fanneke,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,96
588326,Great 140 m2 app. lovely canalview.,2717366,Helen,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
589194,Lovely apartment near city centre,2906309,Dounia,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,94
589237,Romantic Refuge,2906532,Roosien,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,91
590236,Our Cozy Third floor Home,2912339,Kelli,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
590386,amazing apartment in Amsterdam!!,2913467,Ido,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,97
590681,Beautiful apartment near Vondelpark,2914846,Lotte,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,100
591086,CASA LOVE @ De Pijp,2655785,Laura,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,91
593101,Cozy room in Amsterdam's Center,2408429,Sofia,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in apartment,Private room,98
593483,OvernightWorkingPlaceConnectPeopleDeHallenA'Dam,2923773,Jack Sun,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,89
594474,Lovely apartment on TOP location,2871004,Laura,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,97
601882,Beautiful Family appartement,2977834,Roos,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,98
606871,Modern Houseboat | Canal Views! | JORDAAN AREA,3007402,Diewert,Amsterdam,North Holland,The Netherlands,Westerpark,Private room in boat,Private room,95
608432,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in bed and breakfast,Private room,94
609250,Huge luxurious (2bedr.) apt in vibrant 'oud west'!,2485229,Brian,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
613088,Your own cottage in the countryside,3040748,Henk,Amsterdam,North Holland,The Netherlands,Noord-Oost,Private room in farm stay,Private room,97
619662,Artist's flat overlooking park,749611,Lioba,Amsterdam,North Holland,The Netherlands,Westerpark,Private room in loft,Private room,97
620056,"Light, spacious apartment in trendy Westerpark",2782084,Marieke,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,99
623123,Beautiful and spacious apartment with big rooftop,2695123,Janne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
623652,Specious family residence near the city centre.,2980639,Katelijne,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,97
623734,Big apartment near Vondelpark,3093502,Charissa,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
624485,Beautifull apartment at Westerpark,3098348,Hanneke,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,93
626872,Beautiful Apartment Amsterdam,3111814,Daniel,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,
627188,Sleep at Amy's B'n'B Garden Room,3015785,Erik And Mary Jo,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in bed and breakfast,Private room,97
627213,House boat near museums in the Pijp,3113556,Ingmar,Amsterdam,North Holland,The Netherlands,Zuid,Houseboat,Entire home/apt,100
627628,Luxury apartment with nice garden,2504685,Yvette,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,90
627740,Canal apartment on Singelgracht,3116801,Tatjana,The Netherlands,,,Westerpark,Entire apartment,Entire home/apt,100
628465,"Cntr. Amsterdam - roof top, 1 bedrm",6522250,Maartje,Bourg-Saint-Maurice,Auvergne-Rhône-Alpes,France,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,99
632434,Casa Don Mateo,3146203,Mattheus,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire loft,Entire home/apt,93
634170,"'Westerpark Sanctuary', Office-Apt. across W-Park.",3078488,Carolina,Amsterdam,North Holland,The Netherlands,Westerpark,Entire loft,Entire home/apt,98
635019,"Beautiful, light apartment with huge garden!",2922757,Fleur,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,97
637742,"Cozy, quiet home near Vondelpark",3181829,Joeri,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,94
639480,Spacious duplex with roof terrasse,3192579,Charlotte,Paris,Île-de-France,France,Bos en Lommer,Entire apartment,Entire home/apt,97
639981,Beautiful apartment in Amsterdam,3195385,Gijs,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
640062,Apartment with garden + 2 bikes,3195444,Liz,The Netherlands,,,Watergraafsmeer,Entire apartment,Entire home/apt,94
641875,Adam Canal Center- /long stay ready.,3207136,Steve,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire guest suite,Entire home/apt,97
642190,Cute Condo in heart of Amsterdam,3209034,Ben,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,91
648503,Sunny Apartm canal + roof terrace,3254029,Peter,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,98
648826,Cozy apartment centre first canal,3255626,Marcel,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
650232,Most popular neighbourhood of A'Dam,2841990,Xander,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,91
652575,Lovely apartment in dynamic Pijp for rent!,3280080,Meltem,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,89
652660,Sunny apartment with canal view,2369370,Odette,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
652888,My perfect spot next to the Jordaan,3266011,Renee,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,90
653459,"VeryBig luxurious family house A""dam free parking",1634910,Derk,Amsterdam,North Holland,The Netherlands,Buitenveldert - Zuidas,Entire house,Entire home/apt,100
653596,Characteristic canalhouse near Leidse square!,3287406,Jeroen,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
654931,"A-location, ensuite bathroom, centre - Milkmaid -",3278419,Matthijs,Amsterdam,North Holland,The Netherlands,Centrum-West,Room in bed and breakfast,Hotel room,97
655216,A-location ensuite bathroom centre 'Pearl Earring',3278419,Matthijs,Amsterdam,North Holland,The Netherlands,Centrum-West,Room in bed and breakfast,Hotel room,97
656268,"Style, History & Design - 2 Bedrm",3305102,Gerard,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,95
658049,Ground floor,3317069,Marfi,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in house,Private room,86
660856,Large 4 floor art-filled family-friendly townhouse,3336575,Maaike,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire townhouse,Entire home/apt,96
663390,120m2 luxurious house with a garden,3350109,Anna & Derk,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire house,Entire home/apt,98
663697,Boutique luxe apt. at PRINSENGRACHT,3351752,Merian,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire loft,Entire home/apt,96
664697,Design Waterfront flat near station,1406783,Alicia,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire loft,Entire home/apt,85
665250,Artists house with two gardens.,3361425,Marcus,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,
666142,"Lovely, Spacious appartment!",3367431,Mark,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
667305,"Green, sportive experience in A'dam",3375589,Fred Alexander,Amsterdam,North Holland,The Netherlands,Noord-West,Entire apartment,Entire home/apt,100
667333,Apartment in centre of Amsterdam,3375808,Paul,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,94
667928,"Cozy, unique apartment in Jordaan",2467597,Jasper & Joline,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,97
669729,"House in city centre, sunny garden",3080120,Jorrien,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,97
670745,Spacious Apartment - Max 4 pers + FREE Fast WiFi,3399045,Han,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
670828,Beautiful & Artistic APT | CITY CENTRE!,1609969,Inez,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
673453,Long term rent: Spacious 4 room apartment,3418459,Bram,Zoetermeer,South Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,95
675886,"Lovely a'dam, groundfloor, garden",3433441,Loes En Jurjen,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,95
676922,Central A'dam 4p 2bedr,3441165,Geeske,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,92
678067,"Central, cosy, beautiful apartment",2815079,Orhan,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,90
678393,Peaceful and Central at home,3451776,Tjitske,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,92
679838,Penthouse with terrace in centrum,3460384,Bastiaan,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,99
680137,Walking Distance Waterlooplein,3440799,Friso,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire house,Entire home/apt,
683431,Nice Room near to RAI and downtown,2309485,Ned,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,93
685990,Room privacy near centre Amsterdam,3498674,Nadia,Amsterdam,North Holland,The Netherlands,Geuzenveld - Slotermeer,Private room in house,Private room,96
686018,"Cosy, quiet apartment near Vondelpark",3499336,Tanja,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,92
689623,City beach apartment,2272095,Katinka,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,94
690757,SPACIOUS LOFT in 17C CANAL MANSION,3529778,Gijs,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,90
693432,Luxury canal-apartment Amsterdam,3281295,Yke,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,97
693675,2 rooms in beautiful appartment near Vondelpark,3548522,Susanne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
694850,Quiet room in Amsterdam Center,3556421,Mirjam,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,96
696113,Green oasis oThe Netherlandsy 15 min from Station.,3564543,Daniel,Amsterdam,North Holland,The Netherlands,IJburg - Zeeburgereiland,Entire apartment,Entire home/apt,95
