listing_id,name,host_id,host_name,host_city,host_state,host_country,neighbourhood,property_type,room_type,review_scores_rating
4656443,Comfortable and light apartment,24100581,Jasper,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,95
4656557,Cosy Cottage,2427338,Felicia & Marc,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire guesthouse,Entire home/apt,91
4657496,Magnificent High End Apartment in Museumdistrict,9381245,Menno,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,99
4666359,"Sailing barge Confiance, Amsterdam",24143494,Jan-Willem,Harlingen,Friesland,The Netherlands,IJburg - Zeeburgereiland,Shared room in boat,Shared room,94
4669961,Perfect central place to stay in Amsterdam!,24157658,Jamie,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
4671224,Renovated private room outside city centre,9403360,Roel,Amsterdam,North Holland,The Netherlands,Slotervaart,Private room in apartment,Private room,88
4677465,"Spacious family home, Vondelpark & Museum District",11994313,Sanne,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
4683947,,24220387,Tessa,New York,New York,United States,Zuid,Entire apartment,Entire home/apt,100
4684609,Amazing Flat Near Centrum Amsterdam,23695599,Janina,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,90
4693511,Cozy apartment at central location,9436031,Olivia,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,91
4695968,Studio Amsterdam Oost,24277919,Ivvy-Chloé,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,90
4696282,"Central, cozy apartment Amsterdam",12044630,Claudia,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,96
4697335,Family Summer Amsterdam Retreat,4012772,Emma,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,80
4697359,"A modern, bright penthouse",24283793,Q,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire loft,Entire home/apt,93
4697911,family home with garden,16626677,Kees,Amsterdam,North Holland,The Netherlands,Noord-Oost,Entire house,Entire home/apt,91
4699714,Welcome on board - Orion Amsterdam,24294513,Wouter Gerard,Friesland,The Netherlands,,Oud-Noord,Boat,Entire home/apt,95
4703041,Apartment city center Amsterdam,24311597,Noor,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
4707046,The Coolest Neighborhood in Town,971085,Rod,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,92
4707711,Roofterrace Loft Vondelpark Amsterdam Center,2361545,Pieter & Nadia,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
4713270,"Houseboot ""Aphrodite"", NDSM wharf",36472542,Jamie,Amsterdam,North Holland,The Netherlands,Oud-Noord,Houseboat,Entire home/apt,91
4714161,"2 colourfull, seperate rooms in cosey area Pijp!",24358999,Olaf,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,97
4721743,Room with Bathroom and Terrace in City Centre,2313061,Marcel,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,97
4721855,Luxurious and cosy apartment,4450008,Dirk,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,99
4726963,Amsterdam @the Rembrand Park,7519077,Renske,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire apartment,Entire home/apt,100
4727758,Top of the City on super location with canal view!,24414973,Chiara & Family,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in guest suite,Private room,97
4730982,"Relaxed, but still close to the cen",24430509,Joost,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Private room in apartment,Private room,
4734001,Beautiful Canal View Apartment,24442144,Justin,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,92
4735280,PURE APARTMENT AMSTERDAM JORDAAN,2273227,Joost,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,98
4736237,Cosy and Bright 2 Bedroom Apartment,4289713,Jelle,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,88
4736245,Two bedroom apartment at the Westerpark,6482648,Marjolein,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,96
4736274,Beautiful and spacious app in the center,2773540,Mari Carmen,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
4740127,Great appartment with garden,7132573,Jasper,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
4743636,Room in a charming old grachtenhouse (32),24002310,Hans,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Room in boutique hotel,Private room,95
4745111,Great apartment in the Museum Area,24329746,S,The Netherlands,,,Zuid,Entire apartment,Entire home/apt,92
4748130,Design apartment w/rooftop terrace!,3359487,Malu,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,99
4748150,Spacious stylish & central with sunny roof terrace,11298034,Robin,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,99
4754897,Modern House in Amsterdam,11616877,Peter,Amsterdam,North Holland,The Netherlands,Buitenveldert - Zuidas,Entire house,Entire home/apt,
4756790,Lovely & Stylish near Vondelpark,3748993,Esther,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,96
4757323,Great sunny apartment at new hot spot,13198283,Foppe,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,80
4761760,Beautiful new sunny water-side apartment,24569854,"Maarten, Linde, Melle En Ilja",Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,98
4762636,Apartment close to cs,3605964,Marijs,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire apartment,Entire home/apt,93
4763419,Spacious & bright apt with garden,3913240,Reinout,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,99
4763797,"apartment in centre, canal view",24579161,Gabrielle,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in condominium,Private room,93
4764097,Cosy spacious apartment Amsterdam,10780873,Dominique,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,96
4764531,Comfortable in Amsterdam centre,24471465,David,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,98
4764819,1 person room in Amsterdam-Center,12232781,Danielle,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in apartment,Private room,90
4770878,Trendy apartment in funky Baarsjes!,12995038,Laura,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,93
4771262,Cozy apartment in East,7263387,Pim,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,93
4772874,"Canal view: big, central, 2 bdrms",3556952,Jo,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,98
4773728,Central located studio de pijp,12054956,Daryl,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,97
4773932,SMALLroom in light modern apartment,689016,Cindy,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Private room in apartment,Private room,97
4774677,Modern cozy apartment in Javastraat,5299087,Nick,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,89
4774851,Cosy studio in the heart of the lovely Pijp area,22642887,Marianne,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,89
4774934,city centre apartement,24626910,Marijtje,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,
4779111,Comfortable and quiet home with a view,24643319,David,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
4781058,Dreaming in Amsterdam,24652132,Edith,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,94
4785061,"Entire house, center of The Jordaan",7215028,Sabrina,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire house,Entire home/apt,96
4788426,The oThe Netherlandsy place in The Netherlands where the sun always shines,10420750,Nienke,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
4789358,View on the Rijksmuseum,10008270,Gido,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,
4799506,House with the view of the water,23062050,Anne,Amsterdam,North Holland,The Netherlands,Slotervaart,Entire house,Entire home/apt,96
4802024,Cosy apt in Amsterdam - Westerpark,1018865,Dino,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,90
4804757,Charming apartment with canal view,23693012,Ramon & Dorothe,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,92
4806346,Family house Amsterdam at Children playground,17898488,Johan,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire townhouse,Entire home/apt,97
4806490,Nice & tidy apartment @ Vondelpark,4621039,Thom,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
4806556,Houseboat near city center,24074823,Lucas,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Houseboat,Entire home/apt,97
4811555,Spacious family apt 10min to centre,9000116,Georgia,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
4812673,Beautiful room in the centre,17517212,Sanne,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,90
4814278,Appartment Next to Vondelpark,8648916,Karsten,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,95
4815695,Short stay with amazing roof terrace,24800445,Museum Quarter,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,95
4818512,Beautiful apartment on the Amstel,5799858,Yvette,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,98
4818598,Beautiful quiet house Westerpark,11408387,Catharina,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,96
4821773,"Lovely Studio in the ""Pijp""",9448067,Sophie,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
4830755,"CENTRALLY LOCATED, renovated, quiet",24609966,Kasia,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,98
4844163,"Cozy, comfortable Apt in Amsterdam",24818331,Cristina,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,100
4844569,Sunny canal house with roof-terras in Amsterdam,6721061,Karen,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,100
4844978,Appartment in Amsterdam for rent,17200067,Annamariska,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,94
4845712,Great apartment next to Vondelpark,15466411,Annabel,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,95
4847183,Casa CaroLeon,24940666,Leon,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,98
4851269,comfy big room in a nice apartment,14213099,Karima,Amsterdam,North Holland,The Netherlands,Noord-Oost,Private room in apartment,Private room,70
4854975,Canal View Apartment - Amsterdam,24975807,Irene,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,96
4860508,Unique houseboat on best spot ever.,20850737,Joost,Amsterdam,North Holland,The Netherlands,Centrum-West,Houseboat,Entire home/apt,96
4861759,Quiet villa close to city centre,25007622,Mariette,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Entire villa,Entire home/apt,100
4863788,Family House in Amsterdam,10163569,A,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire house,Entire home/apt,
4864025,Spacious apartment with amazing views,23958791,Paula,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
4864384,2-Person Balcony Room + Free Parking,18482089,Klaas,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Private room in townhouse,Private room,97
4865992,beautiful renovated apartment,20521588,Cees,Amsterdam-Zuidoost,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,77
4869412,Comfy Apartment in Nice Area,8171148,Victor,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,97
4869956,Spacious apartment Jordaan/center,7908960,Vincent,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,80
4871100,"Beautiful, Stylish Centre Apartment",10411661,Maaike,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,92
4871536,Nice apartment Amsterdam West,18936586,Nicole,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,94
4871790,"Large private apartment, free WIFI",7975445,Maurits,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,
4872566,"Cozy and lovely room, with garden!!",2377186,Juan,Valencia,Valencia,Spain,Bos en Lommer,Private room in apartment,Private room,80
4872764,Spacious appartment with garden,4710619,Gijs,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,91
4872957,A place to feel home!,5106560,Lieselotte & Titus,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,100
4872974,Boutique Garden Guesthouse,3020043,Max,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in guesthouse,Private room,96
4876878,Nice place city centre of Amsterdam,7397156,Lynn,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,100
4877696,Cozy Apartment in Cool Neighborhood,10905140,Cristina,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,98
4878292,Cozy ground floor apartment,18162272,Fokkelien,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
4879044,"60m2 , close to center/metro/shops",23686734,Dirk,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,100
4880879,"Two Amsterdam Rooms, Oost, 3pp in Casa Vrolik bnb",4905127,Toetsie,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire loft,Entire home/apt,99
4883397,cosy apartment. 15 min from centre,8296479,Sarah,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,93
4884158,New: Your home in Amsterdam,25127376,Nathalie,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in townhouse,Private room,93
4885288,Charming house with little garden,24822083,Gabrielle,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,93
4885745,Charming app. with beautiful view,12277460,Ilona,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire condominium,Entire home/apt,98
4887616,Quaint Outhouse in Amsterdam West ( pvt bathroom),25142874,Varun,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,94
4890067,Bright and modern apartment in West,20384529,Koen,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,97
4891002,A room in Amsterdam (Nieuw West),2191037,Haris,Amsterdam,North Holland,The Netherlands,Osdorp,Private room in apartment,Private room,
4892972,"Stylish, super central apartment",20674116,Jutka,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,95
4896573,Comfy place near everything,6918150,Seada,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,92
4898741,Luxurious houseboat on Amstel River,3356377,Martijn,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Houseboat,Entire home/apt,97
4899798,Sunny Room with a Balcony 15min Tram from Center,25220162,Natalia,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Private room in apartment,Private room,98
4904202,Luxury water apartment Silodam,11930041,Christian,Lisse,South Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,
4908135,NEW! SPACIOUS APARTMENT AMSTERDAM!,5654502,Maret,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,99
4910572,Romantic apartment with sunny balcony near centre,2504583,Edwin,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,98
4911386,3-bedroom apartment in Oost,25291342,Koen,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,94
4913607,Unique 5-floor Bright Tower Apartment in Hip East!,9617177,Andy,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Entire apartment,Entire home/apt,98
4918505,Comfortable City Centre Apartment,25332737,Vera,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,98
4919004,Cozy & spacious in citycentre,25304400,Obrad,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,96
4919405,Charming Bright 2BR in Central de Pijp,7716979,Julie,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,100
4920240,Central apartment: colourful and comfortable,24217143,Heleen,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
4920987,Quiet & spacious bedroom in Pijp / Rivierenbuurt,25345807,Ricardo,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Private room in apartment,Private room,100
4922480,Lovely Apartment near Vondelpark,10434311,Annemiek,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,99
4922524,apartment 10 min to citycenter,25348254,Wout,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
4926673,Cosy and light appartment in West,21348537,Franka,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,87
4928162,Cosy appt central east side 2pax,25386250,Aafke,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,96
4931145,Bright & cozy Amstel studio,25402431,Inge,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,85
4931565,a private room with a single bed,25404766,Nafize,Amsterdam,North Holland,The Netherlands,Slotervaart,Private room in apartment,Private room,100
4932087,Entire cozy apartment in the city center!,5990448,Pryscilla,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in apartment,Private room,91
4934237,Living in Amsterdam (Private Room - CS area),25422214,John,Amsterdam,North Holland,The Netherlands,Oud-Noord,Private room in apartment,Private room,98
4934646,Apartment near center next to park,6670843,David,The Netherlands,,,Oud-Oost,Private room in apartment,Private room,96
4941689,lovely+bright+trendy apartment,2154572,Veerle,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire condominium,Entire home/apt,98
4942234,"Comfortable, Spacious and Quiet",23429184,Lou,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire house,Entire home/apt,98
4945761,"Colourful, Cozy and Close to Amsterdam City Center",77950,Cris & Jules,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
4946084,"City Center Appartement, water view",4103782,Dolores,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Entire apartment,Entire home/apt,95
4946959,Homely 2 room apartment with its own roof terrace.,23454250,Erik,Amsterdam,North Holland,The Netherlands,Oud-Oost,Private room in apartment,Private room,100
4948523,Spent your week in Amsterdam,22294087,Annis,The Netherlands,,,De Pijp - Rivierenbuurt,Entire house,Entire home/apt,100
4949644,Whole 18th century house - Minimal 1 week,19556947,Irene,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,95
4951858,Modern & spacious apartment next to Vondelpark,1861319,Bob,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,100
4952768,Lovely Studio in Amsterdam BoLo,6349114,Daniella,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,96
4961851,Spacious and Cozy Apartment,25578633,Benjamin,Amsterdam,North Holland,The Netherlands,Noord-West,Entire apartment,Entire home/apt,91
4964816,APARTMENT + GARDEN IN CITY CENTER,19827437,Anouk,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,97
4969675,Family house near city center in rural landscape,21077937,Hanneke,Amsterdam,North Holland,The Netherlands,Noord-Oost,Entire townhouse,Entire home/apt,96
4973038,Luxury Cozy Apartment/House,3139107,Vivian,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,100
4973620,Cozy 1 bedroom by City Center,20216400,Ceyda,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in apartment,Private room,93
4976444,"Cozy Apartment in ""de Pijp""",798559,Hannes,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,97
4984717,the blue sheep your place to sleep,12025422,Novella,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room,Private room,92
4985612,Amsterdam Old Center,25694276,Ursula,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,100
4989946,Newly renovated family home w/garden *Old-West*,25727239,Valesca,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,98
4991085,BedandBike for 2: free use of bikes,459028,Stefania,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,93
4994217,Cosy Home-Away From Home | CITY CENTRE,14633207,Miriam,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,82
5000874,Amazing 2p apartment w/ canal view!,25788462,Michael,Amsterdam,North Holland,The Netherlands,Watergraafsmeer,Entire apartment,Entire home/apt,91
5003552,Cozy room in Amsterdam,3241922,Kadri,Amsterdam,North Holland,The Netherlands,Oostelijk Havengebied - Indische Buurt,Private room in apartment,Private room,90
5004138,Spaciously appartment,14680031,Fleur,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,
5009826,Green room on the top,12025422,Novella,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room,Private room,93
5010247,Cozy apartment with garden(oThe Netherlandsy couples/ families),12752887,Eva,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,91
5012728,Spacious room - quiet neighbourhood,18482089,Klaas,Amsterdam,North Holland,The Netherlands,De Aker - Nieuw Sloten,Private room in townhouse,Private room,97
5013142,Manikomio B&B 1,17834634,Louis Nicola,Amsterdam,North Holland,The Netherlands,Centrum-West,Private room in bed and breakfast,Private room,95
5018140,"Jordaan, Museums & Canals",5713964,Martijn,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,96
5019539,Cosy habitat with 'back to the nature' garden,4405684,Tamara,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,94
5020280,Bright modern appartment in East!,4059485,Michelle,Amsterdam,North Holland,The Netherlands,Oud-Oost,Shared room in apartment,Shared room,100
5023777,Cosy Apartment close to the center,713464,Kenzo,Amsterdam,North Holland,The Netherlands,Westerpark,Entire loft,Entire home/apt,98
5025456,"Modern, spacious 2 bedroom apt. incl. parking",22574468,Jeanine,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire condominium,Entire home/apt,96
5026987,Lovely house with free parking,201541,Floor,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,91
5027458,Cosy & convenient in De Baarsjes,5825478,Lisa,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
5027842,Light and spacious two storey apt,12426171,Maaike,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,97
5034152,Beautifull townhouse in the hart of Amsterdam,17030530,Olguita,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire house,Entire home/apt,91
5035047,Lovely studio on the Single canal!,25985911,Charlotte,The Netherlands,,,Centrum-West,Entire apartment,Entire home/apt,87
5035603,Bright & spacious apartment with two balconies,9312440,Jonathan,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,84
5035709,Lovely Home (90m2) with big Garden,25995266,Gerard,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire condominium,Entire home/apt,100
5043969,Dahli's Street Studio Down,3899684,City Apartments Amsterdam,Amsterdam,North Holland,The Netherlands,Centrum-Oost,Private room in bed and breakfast,Private room,
5045217,Sunny & quiet studio in the centre of Amsterdam,2052755,Mark,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,100
5045275,Central Canal house at Bloemgracht,1464510,Wendy And Bram,Amsterdam,North Holland,The Netherlands,Centrum-West,Entire apartment,Entire home/apt,83
5045989,Lovely apartment at Beukenplein,7594884,"Ruben, Sarah & Lindy",Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,89
5058492,Cosy room with open doors to garden,4405684,Tamara,Amsterdam,North Holland,The Netherlands,Oud-Oost,Private room in apartment,Private room,96
5062713,Nice large appartment with a great roofterrace,26144331,Nelleke,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,99
5067720,Beautiful spacious house close to Central Station,26168469,Evi,Amsterdam,North Holland,The Netherlands,Oud-Noord,Entire house,Entire home/apt,100
5067852,Lovely bright apartment in Oud-West,3566867,Veere,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,98
5069163,"Bright apartment, great location & roof terrace",2094697,Tasos,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,98
5072326,"Lovely, clean, spacious appartment!",7664968,Evelien,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire apartment,Entire home/apt,98
5081353,Roomy house + garden in a lively area East A'dam,26244271,Melanie,Amsterdam,North Holland,The Netherlands,Oud-Oost,Entire house,Entire home/apt,99
5081851,perfect place to spend your holiday,26247171,Finist & Irene,Amsterdam,North Holland,The Netherlands,Bos en Lommer,Entire apartment,Entire home/apt,91
5087114,Lovable apartment in The Pijp (south-side center),4898287,Stevie,Amsterdam,North Holland,The Netherlands,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,94
5087895,Cozy 2 room apartment “The White Street”,26283403,Willem,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,95
5088185,Spacious 100m2 appartment close to all highlights,26285012,Rob,Amsterdam,North Holland,The Netherlands,Westerpark,Entire apartment,Entire home/apt,87
5088242,Beautiful apartment nearby foodhallen & vondelpark,23602706,Michelle,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,89
5088339,Cosy appartement near centre,6654447,Ramona,Amsterdam,North Holland,The Netherlands,Zuid,Entire apartment,Entire home/apt,
5088966,Cozy Appartment in Amsterdam,24697811,Sander,The Netherlands,,,De Pijp - Rivierenbuurt,Entire apartment,Entire home/apt,90
5093992,"Canal house (275m2) in a former parish, big garden",26320053,Rogier,Amsterdam,North Holland,The Netherlands,De Baarsjes - Oud-West,Entire apartment,Entire home/apt,97
